"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"downloaded final transcript of our #4C15 #I25 panel, ending my horrible 6 yr habit of writing conference presentations up to the last min.",FALSE,3,NA,2015-03-17 16:22:03,FALSE,NA,"577867504032309250",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","beccagoestechie",0,FALSE,FALSE,NA,NA
"RT @jenlmichaels: Please consider archiving your own #4c15 social media activities. @JessieNYC explains why this matters to academia: https…",FALSE,0,NA,2015-03-17 16:19:32,FALSE,NA,"577866869589176320",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","sisypheantask",19,TRUE,FALSE,NA,NA
"On your way to #4C15 take some time and tweet us your multimodal assignments for FYC using #MultimodalFYC we're collecting assignments F33",FALSE,0,NA,2015-03-17 16:18:42,FALSE,NA,"577866659425312768",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","chenchen328",2,FALSE,FALSE,NA,NA
"My classroom smells like old pizza and gym socks. I'm so ready to leave for conference time. Tampa can't get here fast enough. #4c15",FALSE,0,NA,2015-03-17 16:18:07,FALSE,NA,"577866512528220161",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","theinsomniakid",0,FALSE,FALSE,NA,NA
"@donnarosemary @ACRL_IS @library_jam I'm another #4c15 librarian",FALSE,3,"donnarosemary",2015-03-17 16:17:58,FALSE,"577856733495824384","577866473248571392","74885699","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","activitystory",0,FALSE,FALSE,NA,NA
"Excited about how excited people are about Florida. #4c15",FALSE,7,NA,2015-03-17 16:17:25,FALSE,NA,"577866335436324865",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","lecagle",2,FALSE,FALSE,NA,NA
"@jennyrice 
Please be a colleague
Please be a colleague
Please be a colleague
Please be a colleague
#4C15",FALSE,3,"jennyrice",2015-03-17 16:17:13,FALSE,"577859946005532672","577866284613787649","18307920","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","JChaseSanchez",0,FALSE,FALSE,NA,NA
"RT @jenlmichaels: Please consider archiving your own #4c15 social media activities. @JessieNYC explains why this matters to academia: https…",FALSE,0,NA,2015-03-17 16:15:56,FALSE,NA,"577865961178431488",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","alicedaer",19,TRUE,FALSE,NA,NA
"Thanks #CengageLearning sponsors of PEP Grants for registration, membership &amp; cash for travel &amp; lodging to 32 part-time educators to #4C15",FALSE,1,NA,2015-03-17 16:15:41,FALSE,NA,"577865900046565376",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","NCTE_CCCC",0,FALSE,FALSE,NA,NA
"Shameless promotion of my @MSUCollegeofEd mentor @wargojon's #4c15 award; see him at #I25! Congrats! Proud of you! http://t.co/mtjWDJBrC8",FALSE,4,NA,2015-03-17 16:12:27,FALSE,NA,"577865087106547712",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","brownellcassie",4,FALSE,FALSE,NA,NA
"Dropping off @kellerej and @billhd for #4c15! (at @EmbassySuites Tampa - Downtown Convention Center in Tampa, FL) https://t.co/7MCUEM7Tgs",FALSE,6,NA,2015-03-17 16:12:19,FALSE,NA,"577865053770252288",NA,"<a href=""http://foursquare.com"" rel=""nofollow"">Foursquare</a>","argella",0,FALSE,FALSE,"-82.45464","27.94239"
"RT @JoyceLocke: Projectors at #4c15 don't have speakers.  We have a few, but if you really need sound, you might bring a cheap pair just in…",FALSE,0,NA,2015-03-17 16:08:30,FALSE,NA,"577864093098332160",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jadaaugustine",2,TRUE,FALSE,NA,NA
"@Tampa4c @Storify tweet them to any special hashtag besides #4c15 ? Will be posting! Thx!",FALSE,0,"Tampa4c",2015-03-17 16:08:13,FALSE,"577841045456699392","577864020058771457","2559148801","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jadaaugustine",0,FALSE,FALSE,NA,NA
"MFE --&gt; DFW --&gt; TPA #attwcon #4c15",FALSE,1,NA,2015-03-17 16:07:20,FALSE,NA,"577863798733742080",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","rwmonty",0,FALSE,FALSE,NA,NA
"RT @Tampa4c: Reminder: As you get into town, tweet us your arrival pics and updates to be a part of the #4c15 Hospitality @Storify",FALSE,0,NA,2015-03-17 16:07:15,FALSE,NA,"577863779158896640",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jadaaugustine",7,TRUE,FALSE,NA,NA
"RT @katiemanthey: Ever wonder what fat fashion has to do with tech comm? Come to E.24 on Thursday and find out! #4c15 http://t.co/5stppaI6Ha",FALSE,0,NA,2015-03-17 16:05:51,FALSE,NA,"577863426493394944",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jadaaugustine",1,TRUE,FALSE,NA,NA
"RT @ladlerka: Connect at #4C15 to get ready for Taking Action Sessions @ Cs2016 #4C16act! Learn more at http://t.co/L7C7lz5Sy7.",FALSE,0,NA,2015-03-17 16:05:30,FALSE,NA,"577863336173293569",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jadaaugustine",2,TRUE,FALSE,NA,NA
"RT @JoyceLocke: App for #4c15 has incorrect info re morning workshops start time on Wed.  They are 9.00, as advertised, not 9.30",FALSE,0,NA,2015-03-17 16:05:18,FALSE,NA,"577863286298804226",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jadaaugustine",1,TRUE,FALSE,NA,NA
"RT @JoyceLocke: Just learned that we have a whopping 770 first-time attendees preregistered for #4c15.",FALSE,0,NA,2015-03-17 16:04:59,FALSE,NA,"577863206871306241",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jadaaugustine",4,TRUE,FALSE,NA,NA
"#4c15: there's a ferry to the beeeeeeeeeach! Thanks, @Tampa4c! http://t.co/cWtxkb8gD2",FALSE,3,"Tampa4c",2015-03-17 16:04:15,FALSE,"577851948164128768","577863023685058561","2559148801","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kkprins",0,FALSE,FALSE,NA,NA
"RT @jenlmichaels: Please consider archiving your own #4c15 social media activities. @JessieNYC explains why this matters to academia: https…",FALSE,0,NA,2015-03-17 15:55:55,FALSE,NA,"577860924909883392",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","rwmonty",19,TRUE,FALSE,NA,NA
"Tweet your #attwcon &amp; #4c15 luggage. cc @bmcnely http://t.co/kUcuzIHoPO",FALSE,4,NA,2015-03-17 15:54:24,FALSE,NA,"577860545585393664",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","rwmonty",0,FALSE,FALSE,NA,NA
"RT @JoyceLocke: Just learned that we have a whopping 770 first-time attendees preregistered for #4c15.",FALSE,0,NA,2015-03-17 15:53:45,FALSE,NA,"577860379906338817",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","lecagle",4,TRUE,FALSE,NA,NA
"RT @JoyceLocke: Just learned that we have a whopping 770 first-time attendees preregistered for #4c15.",FALSE,0,NA,2015-03-17 15:53:35,FALSE,NA,"577860336520429568",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Tampa4c",4,TRUE,FALSE,NA,NA
"Just learned that we have a whopping 770 first-time attendees preregistered for #4c15.",FALSE,18,NA,2015-03-17 15:53:14,FALSE,NA,"577860252462284800",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","JoyceLocke",4,FALSE,FALSE,NA,NA
"Super excited about my seat mate on the plane who is softly talking to herself about her purse. #4c15",FALSE,7,NA,2015-03-17 15:52:01,FALSE,NA,"577859946005532672",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jennyrice",0,FALSE,FALSE,NA,NA
"Packed for #4C15! The big box includes supplies for #MW02 Handcrafted Rhetorics workshop. And @KairosRTP stickers! http://t.co/MSlAl1emBe",FALSE,6,NA,2015-03-17 15:47:28,FALSE,NA,"577858800398413824",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kkprins",0,FALSE,FALSE,NA,NA
"App for #4c15 has incorrect info re morning workshops start time on Wed.  They are 9.00, as advertised, not 9.30",FALSE,0,NA,2015-03-17 15:46:14,FALSE,NA,"577858488174514177",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","JoyceLocke",1,FALSE,FALSE,NA,NA
"Heading to #4C15 right now.",FALSE,0,NA,2015-03-17 15:45:30,FALSE,NA,"577858302777929728",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MsEyres",0,FALSE,FALSE,NA,NA
"RT @NCTE_CCCC: A  #4C15 Must-Eat: the Cuban Sandwich. Get it at places on the restaurant guide from @Tampa4c http://t.co/JJcgg0gG9a http://…",FALSE,0,NA,2015-03-17 15:45:16,FALSE,NA,"577858243743059968",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","lecagle",1,TRUE,FALSE,NA,NA
"Looking for others at #4c15 to put together a panel for #4c16? Use the #4C16act collector: http://t.co/ThIJYYiwdp.  http://t.co/L7C7lz5Sy7",FALSE,5,NA,2015-03-17 15:44:51,FALSE,NA,"577858140005351424",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ladlerka",2,FALSE,FALSE,NA,NA
"RT @ladlerka: Connect at #4C15 to get ready for Taking Action Sessions @ Cs2016 #4C16act! Learn more at http://t.co/L7C7lz5Sy7.",FALSE,0,NA,2015-03-17 15:42:31,FALSE,NA,"577857551645179905",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M5)</a>","dradambanks",2,TRUE,FALSE,NA,NA
"Connect at #4C15 to get ready for Taking Action Sessions @ Cs2016 #4C16act! Learn more at http://t.co/L7C7lz5Sy7.",FALSE,3,NA,2015-03-17 15:41:56,FALSE,NA,"577857408376111104",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ladlerka",2,FALSE,FALSE,NA,NA
"RT @jenlmichaels: Please consider archiving your own #4c15 social media activities. @JessieNYC explains why this matters to academia: https…",FALSE,0,NA,2015-03-17 15:41:22,FALSE,NA,"577857263035006976",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","alisonckennedy",19,TRUE,FALSE,NA,NA
"A  #4C15 Must-Eat: the Cuban Sandwich. Get it at places on the restaurant guide from @Tampa4c http://t.co/JJcgg0gG9a http://t.co/ofVyGNxw5N",FALSE,3,NA,2015-03-17 15:40:41,FALSE,NA,"577857090984738816",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","NCTE_CCCC",1,FALSE,FALSE,NA,NA
"Librarian roll call for #4c15! ;) RT @ACRL_IS: How many librarians are at #4c15? @donnarosemary @library_jam  Anyone else? #ISprofed",FALSE,1,NA,2015-03-17 15:39:15,FALSE,NA,"577856733495824384",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","donnarosemary",0,FALSE,FALSE,NA,NA
"RT @ACRL_IS: How many librarians are at #4c15? @donnarosemary @library_jam  Anyone else? #ISprofed",FALSE,0,NA,2015-03-17 15:38:23,FALSE,NA,"577856511403261952",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","donnarosemary",1,TRUE,FALSE,NA,NA
"How many librarians are at #4c15? @donnarosemary @library_jam  Anyone else? #ISprofed",FALSE,1,NA,2015-03-17 15:37:01,FALSE,NA,"577856169215049728",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","ACRL_IS",1,FALSE,FALSE,NA,NA
"Draft of my @prezi for #4c15 #j18 (Friday at 2) http://t.co/sfsAymudMQ Feedback welcome!",FALSE,3,NA,2015-03-17 15:36:54,FALSE,NA,"577856139586592768",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","amandalicastro",0,FALSE,FALSE,NA,NA
"RT @CWSHRC: FYI, #4c15: Marriott Wi-Fi has no username; the pword=CCCC15. @ the CC Wi-Fi username=CCCC15, &amp; the pword=CCCC.",FALSE,0,NA,2015-03-17 15:34:42,FALSE,NA,"577855584399142913",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","amandalicastro",9,TRUE,FALSE,NA,NA
"RT @jenlmichaels: Please consider archiving your own #4c15 social media activities. @JessieNYC explains why this matters to academia: https…",FALSE,0,NA,2015-03-17 15:34:32,FALSE,NA,"577855544968499200",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","amandalicastro",19,TRUE,FALSE,NA,NA
"RT @Tampa4c: Reminder: As you get into town, tweet us your arrival pics and updates to be a part of the #4c15 Hospitality @Storify",FALSE,0,NA,2015-03-17 15:34:17,FALSE,NA,"577855481844248576",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","amandalicastro",7,TRUE,FALSE,NA,NA
"Ever wonder what fat fashion has to do with tech comm? Come to E.24 on Thursday and find out! #4c15 http://t.co/5stppaI6Ha",FALSE,7,NA,2015-03-17 15:33:41,FALSE,NA,"577855329376948224",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","katiemanthey",1,FALSE,FALSE,NA,NA
"If you use gchat type in ""Happy St. Patrick's Day!"" An adorable surprise awaits you. Cheers to all of you traveling to #4c15! See you there!",FALSE,1,NA,2015-03-17 15:32:04,FALSE,NA,"577854921996939264",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","amandalicastro",0,FALSE,FALSE,NA,NA
"Kickoff meeting with Marriott staff #4C15 http://t.co/pYPB9knPmW",FALSE,2,NA,2015-03-17 15:31:10,FALSE,NA,"577854697584869376",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","JoyceLocke",0,FALSE,FALSE,NA,NA
"RT @bmcnely: #4C15 and #attwcon folks: the 30 bus from Tampa International will drop you right near the Hilton/Marriott for $2.",FALSE,0,NA,2015-03-17 15:30:44,FALSE,NA,"577854590231658496",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","lgblankenship",12,TRUE,FALSE,NA,NA
"final video edits for #4C15 #i25. got my coffee, lit some incense, time to werq.",FALSE,3,NA,2015-03-17 15:30:00,FALSE,NA,"577854402901475328",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","soulsmiles",0,FALSE,FALSE,NA,NA
"@kstedman Hot tip on TAGS: when u make the dev app, you MUST enter something as the callback URL. #igotstucktheretoo #betterblogthis #4c15",FALSE,1,"kstedman",2015-03-17 15:29:23,FALSE,"577853957264969728","577854249792507904","13974182","<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","jenlmichaels",0,FALSE,FALSE,NA,NA
"I'll have a rental car leaving TPA around 8pm; let me know if you need a ride anywhere? #4c15",FALSE,2,NA,2015-03-17 15:28:55,FALSE,NA,"577854129868951552",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","kstedman",2,FALSE,FALSE,NA,NA
"So jealous of everyone attending #4c15 in Tampa this year! I will have to lurk through the session tweets.",FALSE,0,NA,2015-03-17 15:27:33,FALSE,NA,"577853788385599488",NA,"<a href=""https://twitter.com/download/android"" rel=""nofollow"">Twitter for Android Tablets</a>","KUWP",0,FALSE,FALSE,NA,NA
"RT @NCTE_CCCC: First time at a CCCC Convention? Stop by the orientation session WED &amp; newcomer's coffee hour THURS see http://t.co/0j8HfZNi…",FALSE,0,NA,2015-03-17 15:26:00,FALSE,NA,"577853396104921089",NA,"<a href=""https://twitter.com/download/android"" rel=""nofollow"">Twitter for Android Tablets</a>","KUWP",4,TRUE,FALSE,NA,NA
"Excited to talk about literacy, affect, memory &amp; my beloved Morley History Group in a couple days. Now for intense paper-paring. #4C15 #B20",FALSE,2,NA,2015-03-17 15:23:04,FALSE,NA,"577852658213642241",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","noeltague",1,FALSE,FALSE,NA,NA
"@kstedman Maybe I need to blog the options? I use all three (SocialSafe, Storify, TAGS). Can show u at #4c15. @JessieNYC",FALSE,0,"kstedman",2015-03-17 15:21:31,FALSE,"577851255604715520","577852267170123776","13974182","<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","jenlmichaels",0,FALSE,FALSE,NA,NA
"RT @CWSHRC: FYI, #4c15: Marriott Wi-Fi has no username; the pword=CCCC15. @ the CC Wi-Fi username=CCCC15, &amp; the pword=CCCC.",FALSE,0,NA,2015-03-17 15:20:59,FALSE,NA,"577852134613327872",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","dsouder",9,TRUE,FALSE,NA,NA
"First time at a CCCC Convention? Stop by the orientation session WED &amp; newcomer's coffee hour THURS see http://t.co/0j8HfZNim7 #4C15",FALSE,7,NA,2015-03-17 15:20:45,FALSE,NA,"577852076849557504",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","NCTE_CCCC",4,FALSE,FALSE,NA,NA
"RT @Tampa4c: Reminder: As you get into town, tweet us your arrival pics and updates to be a part of the #4c15 Hospitality @Storify",FALSE,0,NA,2015-03-17 15:20:28,FALSE,NA,"577852004464103425",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","dsouder",7,TRUE,FALSE,NA,NA
"#4c15 plane decisions: Critical Expressivism on Kindle (http://t.co/wFmR0qPXre), Lauren Slater's _Lying_, or Final Fantasy IV?",FALSE,1,NA,2015-03-17 15:19:33,FALSE,NA,"577851772275802112",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","kstedman",0,FALSE,FALSE,NA,NA
"RT @ampersandWCJ: The Writing Center Journal editors are excited to see everyone tomorrow at #IWCACollaborative #4C15. Stop by our table an…",FALSE,0,NA,2015-03-17 15:19:25,FALSE,NA,"577851741884010496",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Steve_R_Price",1,TRUE,FALSE,NA,NA
"RT @jenlmichaels: Please consider archiving your own #4c15 social media activities. @JessieNYC explains why this matters to academia: https…",FALSE,0,NA,2015-03-17 15:14:41,FALSE,NA,"577850549225148416",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","FHPPublishing",19,TRUE,FALSE,NA,NA
"Getting so excited for some amazing discussions at #4C15!!",FALSE,2,NA,2015-03-17 15:14:30,FALSE,NA,"577850503087964160",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","jeslentz",0,FALSE,FALSE,NA,NA
"RT @NCTE_CCCC: Grab a sheet in Tampa (or print one) &amp; help @JoyceLocke's study on flow at #4c15  http://t.co/3DLmE8wnbR http://t.co/8HBgJ9E…",FALSE,0,NA,2015-03-17 15:13:23,FALSE,NA,"577850222002511872",NA,"<a href=""https://twitter.com/download/android"" rel=""nofollow"">Twitter for Android Tablets</a>","KUWP",6,TRUE,FALSE,NA,NA
"RT @JoyceLocke: Projectors at #4c15 don't have speakers.  We have a few, but if you really need sound, you might bring a cheap pair just in…",FALSE,0,NA,2015-03-17 15:09:46,FALSE,NA,"577849312551563264",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Rachel_Bloom",6,TRUE,FALSE,NA,NA
".@bmcnely my #4c15 carry on complete w/ winter residue http://t.co/GDnl3uNNDu",FALSE,2,"bmcnely",2015-03-17 15:06:40,FALSE,"577847991731650560","577848531052064768","16337680","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","activitystory",0,FALSE,FALSE,NA,NA
"RT @JoyceLocke: Projectors at #4c15 don't have speakers.  We have a few, but if you really need sound, you might bring a cheap pair just in…",FALSE,0,NA,2015-03-17 15:04:31,FALSE,NA,"577847991903506432",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M5)</a>","cjprender",6,TRUE,FALSE,NA,NA
"Tweet your baggage, #attwcon &amp; #4c15. http://t.co/pCCeQ4NAcv",FALSE,5,NA,2015-03-17 15:04:31,FALSE,NA,"577847991731650560",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","bmcnely",0,FALSE,FALSE,NA,NA
"RT @lmconnolly: Follow Wednesday's Feminist  Workshop on Twitter and Instagram #4C2015femwork #4c15",FALSE,0,NA,2015-03-17 15:03:45,FALSE,NA,"577847798382641152",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","CWSHRC",3,TRUE,FALSE,NA,NA
"So, #4c15, when we arrive at TPA, how do we get to the Marriott? #thefeministsarecoming #andtheyneedaride",FALSE,2,NA,2015-03-17 15:03:07,FALSE,NA,"577847637359128576",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","CWSHRC",0,FALSE,FALSE,NA,NA
"Tampa-bound!  First time I packed a stuffed animal for #4c15 #grandparentsinflorida http://t.co/ScNMGm49H3",FALSE,3,NA,2015-03-17 15:01:35,FALSE,NA,"577847253886468096",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ljonaitis",0,FALSE,FALSE,NA,NA
"There will be Snapchats. #4c15",FALSE,5,NA,2015-03-17 14:59:20,FALSE,NA,"577846685856055296",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","caseyboyle",0,FALSE,FALSE,NA,NA
"RT @ncte: Special thanks to @Pearson for sponsoring the mobile app for #4C15 later this week: http://t.co/wFTTJeTqxI @ncte_cccc",FALSE,0,NA,2015-03-17 14:56:57,FALSE,NA,"577846085881835521",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SandraJamieson",1,TRUE,FALSE,NA,NA
"RT @jenlmichaels: Free archival tools for ur #4c15 social media presence: @Storify, @SocialSafe, @mhawksey’s TAGS 6.0. Any others? https://…",FALSE,0,NA,2015-03-17 14:56:07,FALSE,NA,"577845876103737344",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SandraJamieson",4,TRUE,FALSE,NA,NA
"RT @NCTE_CCCC: Grab a sheet in Tampa (or print one) &amp; help @JoyceLocke's study on flow at #4c15  http://t.co/3DLmE8wnbR http://t.co/8HBgJ9E…",FALSE,0,NA,2015-03-17 14:55:47,FALSE,NA,"577845792200896512",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SandraJamieson",6,TRUE,FALSE,NA,NA
"RT @jenlmichaels: Please consider archiving your own #4c15 social media activities. @JessieNYC explains why this matters to academia: https…",FALSE,0,NA,2015-03-17 14:55:27,FALSE,NA,"577845710776868864",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SandraJamieson",19,TRUE,FALSE,NA,NA
"RT @Tampa4c: Reminder: As you get into town, tweet us your arrival pics and updates to be a part of the #4c15 Hospitality @Storify",FALSE,0,NA,2015-03-17 14:55:16,FALSE,NA,"577845661779017728",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SandraJamieson",7,TRUE,FALSE,NA,NA
"RT @JalouxdelaLune: ICYMI, WPA-GO and local grad liaison Alexendra Watkins have created a guide to cheap #4C15 eats, drinks, and more! http…",FALSE,0,NA,2015-03-17 14:55:13,FALSE,NA,"577845651158872065",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Caddie_Alford",5,TRUE,FALSE,NA,NA
"RT @sharmashyam: Wednesday workshop at #4C15 @EdContexts Please join Mar 18, 9am-12.30pm US East time &gt;&gt; #EngagingTheGlobal http://t.co/Rwi…",FALSE,0,NA,2015-03-17 14:53:55,FALSE,NA,"577845324976295937",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","EmilySimnitt",2,TRUE,FALSE,NA,NA
"RT @jenlmichaels: Free archival tools for ur #4c15 social media presence: @Storify, @SocialSafe, @mhawksey’s TAGS 6.0. Any others? https://…",FALSE,0,NA,2015-03-17 14:53:20,FALSE,NA,"577845178083344385",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Caddie_Alford",4,TRUE,FALSE,NA,NA
"@AcademiadeCruz @Rachel_Bloom That face doesn't look very approving...but any compliment from Coach is good enough for me #4C15",FALSE,1,"AcademiadeCruz",2015-03-17 14:52:10,FALSE,"577713756743962624","577844880556175361","114239539","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","JChaseSanchez",0,FALSE,FALSE,NA,NA
"RT @lmconnolly: Follow Wednesday's Feminist  Workshop on Twitter and Instagram #4C2015femwork #4c15",FALSE,0,NA,2015-03-17 14:50:01,FALSE,NA,"577844339667243008",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JennRoseFor",3,TRUE,FALSE,NA,NA
"RT @CWSHRC: FYI, #4c15: Marriott Wi-Fi has no username; the pword=CCCC15. @ the CC Wi-Fi username=CCCC15, &amp; the pword=CCCC.",FALSE,0,NA,2015-03-17 14:48:57,FALSE,NA,"577844072968298496",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JennRoseFor",9,TRUE,FALSE,NA,NA
"RT @JoyceLocke: Projectors at #4c15 don't have speakers.  We have a few, but if you really need sound, you might bring a cheap pair just in…",FALSE,0,NA,2015-03-17 14:48:21,FALSE,NA,"577843921067335680",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","soulsmiles",6,TRUE,FALSE,NA,NA
"RT @sarapalvarez: Friends come see our panel at #4C15 http://t.co/lCUWzH1qPY …
 #TransnationalW #intl @NCTECCCCLatinos",FALSE,0,NA,2015-03-17 14:47:26,FALSE,NA,"577843692175675392",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jzinchuk",3,TRUE,FALSE,NA,NA
"Follow Wednesday's Feminist  Workshop on Twitter and Instagram #4C2015femwork #4c15",FALSE,2,NA,2015-03-17 14:47:11,FALSE,NA,"577843628736819200",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","lmconnolly",3,FALSE,FALSE,NA,NA
"RT @Tampa4c: Happy #StPatricksDay &amp; #4c15 Travel Day! We hope everyone has a safe &amp; happy trip and gets here in time to have a green beer w…",FALSE,0,NA,2015-03-17 14:45:34,FALSE,NA,"577843219813130240",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jzinchuk",2,TRUE,FALSE,NA,NA
